ZE-Nr,ZE-Name,WKA-Name,WKA-Typ,ZE-Standort,ZE-Kanton,ZE-Status,Funktion: Turbinieren,Funktion: Pumpen,QTurbine [m3/sec],Inst. Turbinenleistung,"(""LTURBINE[MW]""/100)*""PROZ.ANTEILCH""",Max. Leistung ab Generator,"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""",Prod. ohne Umwälzbetrieb - W.,Prod. ohne Umwälzbetrieb - S.,Prod. ohne Umwälzbetrieb - J.,"(""PROD.OHNEUMWÄLZBETRIEB-J.""/100)*""PROZ.ANTEILCH""",QPumpe [m3/sec],Inst. Pumpenleistung,Leistungsaufnahme Motoren,Bedarf ohne Umwälzb. - W.,Bedarf ohne Umwälzb. - S.,Bedarf ohne Umwälzb. - J.,ZE-Erste Inbetriebnahme,ZE-Letzte Inbetriebnahme,ZE-Kote,Proz. Anteil CH,Kantonsanteil: Kanton Name (1),Kantonsanteil (1),Kantonsanteil: Kanton Name (2),Kantonsanteil (2),Kantonsanteil: Kanton Name (3),Kantonsanteil (3),Genutzte Gewässer - Name (1),Genutzte Gewässer - Name (2),Genutzte Gewässer - Name (3),Genutzte Gewässer - Name (4),Genutzte Gewässer - Name (5),Genutzte Gewässer - Name (6),Genutzte Gewässer - Name (7),"(""LGENERATOR[MW]""/100)*""PROZ.ANTEILCH""",Genutzte Gewässer - Name (8),Genutzte Gewässer - Name (9),Genutzte Gewässer - Name (10),Genutzte Gewässer - Name (11),Genutzte Gewässer - Name (12),Ersatzenergie: Richtung (1),Ersatzenergie: Partner (1),Ersatzenergie: Richtung (2),Ersatzenergie: Partner (2),Ersatzenergie: Richtung (3),Ersatzenergie: Partner (3),Ersatzenergie: Richtung (4),Ersatzenergie: Partner (4),Ersatzenergie: Richtung (5),Ersatzenergie: Partner (5),Ersatzenergie :Richtung (6),Ersatzenergie: Partner (6),Ersatzenergie: Richtung (7),Ersatzenergie: Partner (7),Ersatzenergie: Richtung (8),Ersatzenergie: Partner (8),Ersatzenergie: Richtung (9),Ersatzenergie: Partner (9),Ersatzenergie: Richtung (10),Ersatzenergie: Partner (10),Ersatzenergie: Richtung (11),Ersatzenergie: Partner (11),Ersatzenergie: Richtung (12),Ersatzenergie: Partner (12),Rechte - Name (1),Rechte - Endjahr (1),Rechte - Name (2),Rechte - Endjahr (2),Rechte - Name (3),Rechte - Endjahr (3),Rechte - Name (4),Rechte - Endjahr (4),Rechte - Name (5),Rechte - Endjahr (5),Rechte - Name (6),Rechte - Endjahr (6),Rechte - Name (7),Rechte - Endjahr (7),Rechte - Name (8),Rechte - Endjahr (8),Rechte - Name (9),Rechte - Endjahr (9),Rechte - Name (10),Rechte - Endjahr (10),Bemerkung (1),Bemerkung (2),Bemerkung (3),Bemerkung (4),Bemerkung (5),Bemerkung (6),Bemerkung (7),Bemerkung (8),Bemerkung (9),Bemerkung (10),ZE-Koordinaten unscharf (Ost),ZE-Koordinaten unscharf (Nord)
102000,Ferrera 2,Ferrera 2,L,Ausserferrera,Graubünden,im Normalbetrieb,T,,8,4.4,4.4,4.4,4.4,0.5,2,2.5,2.5,0,0,0,0,0,0,1963,2017,1395.6,100,Graubünden,100,,,,,Averserrhein,Ferrera (Ausgleichsbecken),,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2042,,,,,,,,,,,,,,,,,,,- Zentralen Ferrera 1 und Ferrera 2 in einem Gebäude          ,,,,,,,,,,753080,155460
102050,Nufenen,Nufenen,L,Nufenen,Graubünden,im Normalbetrieb,T,,0.12,0.3,0.3,0.3,0.3,0.36,0.97,1.33,1.33,0,0,0,0,0,0,2009,,1622,100,Graubünden,100,,,,,Dorfbach,Hoflibach,Prascherbach,Seewelibach,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verfügungsrecht,2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738770,156240
102070,Splügen (Tambobach),Splügen (Tambobach),L,Splügen,Graubünden,im Normalbetrieb,T,,0.53,1.8,1.8,1.8,1.8,1.5,5.7,7.2,7.2,0,0,0,0,0,0,2012,,1469.95,100,Graubünden,100,,,,,Tambobach,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,743500,156670
102080,Sufers-Dotieranlage,Stauanlage Sufers Dotieranlage,L,Sufers,Graubünden,im Normalbetrieb,T,,1.7,0.71,0.71,0.71,0.71,0.45,1.05,1.5,1.5,0,0,0,0,0,0,1990,2010,1360,100,Graubünden,100,,,,,Hinterrhein,Sufnersee,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andere Rechtsgrundlage,9999,,,,,,,,,,,,,,,,,,,- Dotieranlage wurde 1989 erbaut,- Erneuerung der Dotieranlage im Rahmen der Gesamterneuerung der KWH (2010 - 2017),,,,,,,,,748800,159200
102100,Bärenburg,Bärenburg,S,Andeer,Graubünden,im Normalbetrieb,T,,80,220,220,220,220,188,300,488,488,0,0,0,0,0,0,1962,2017,1065,100,Graubünden,100,,,,,Averserrhein,Fundognbach,Hinterrhein,Stausee Sufers,Surettabach,Valtschielbach,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751940,161800
102200,Bärenburg-Dotierzentrale,Bärenburg Dotieranlage,L,Andeer,Graubünden,im Normalbetrieb,T,,3.8,1.6,1.6,1.6,1.6,0.9,1.9,2.8,2.8,0,0,0,0,0,0,1968,2017,1031.31,100,Graubünden,100,,,,,Averserrhein,Fundognbach,Hinterrhein,Stausee Sufers,Surettabach,Valtschielbach,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751940,161800
102300,Sils (KHR),Sils,S,"Sils, Nisellas",Graubünden,im Normalbetrieb,T,,73,247,247,247,247,246,414,660,660,0,0,0,0,0,0,1961,1961,672.5,100,Graubünden,100,,,,,Hinterrhein,Pigniabach,Reischenbach,,,,,247,,,,,,A,EWZ (Zentrale Rothenbrunnen EWZ),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755080,174440
102400,Thusis,Thusis,L,Thusis,Graubünden,im Normalbetrieb,T,,6,4.6,4.6,4.6,4.6,4.5,11.2,15.7,15.7,0,0,0,0,0,0,1968,2017,687.7,100,Graubünden,100,,,,,Hinterrhein,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753300,172950
102500,Preda,Preda-Bergün,L,Preda bei Bergün,Graubünden,im Normalbetrieb,T,,0.85,0.9,0.9,0.6,0.6,1.44,2.16,3.6,3.6,0,0,0,0,0,0,1903,1976,1792,100,Graubünden,100,,,,,Albula,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Verfügungsrecht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779300,162250
102600,Frauenkirch,Frauenkirch,L,"Davos, Frauenkirch",Graubünden,im Normalbetrieb,T,,0.8,0.7,0.7,0.7,0.7,1.73,2.59,4.32,4.32,0,0,0,0,0,0,1894,1963,1519.52,100,Graubünden,100,,,,,Sertigbach,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780770,182470
102700,Glaris,Glaris,L,"Davos, Glaris",Graubünden,im Normalbetrieb,T,,2.1,1.13,1.13,0.96,0.96,3.49,3.87,7.36,7.36,0,0,0,0,0,0,1899,1964,1420.62,100,Graubünden,100,,,,,Landwasser,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778610,178760
102800,Filisur,Filisur,L,Filisur,Graubünden,im Normalbetrieb,T,,16,65,65,64,64,84.1,205.7,289.8,289.8,0,0,0,0,0,0,1967,2002,998,100,Graubünden,100,,,,,Albula,Ava da Stugl,Ava da Tisch,Ava da Tuors,Landwasser,Monsteinerbach,,64,,,,,,B,RE (Zentrale Klosters),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,772200,171210
102900,Tiefencastel (ALK),Filisur-Tiefencastel,L,Tiefencastel,Graubünden,im Normalbetrieb,T,,18,24,24,23,23,31.1,73.3,104.4,104.4,0,0,0,0,0,0,1989,1989,850.9,100,Graubünden,100,,,,,Albula,Landwasser,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763840,169970
103000,Stalvedro (Julia),Stalvedro (Julia),L,Bivio,Graubünden,im Normalbetrieb,T,,1.5,0.65,0.65,0.6,0.6,0.8,2.5,3.3,3.3,0,0,0,0,0,0,1936,1980,1713.67,100,Graubünden,100,,,,,Julia,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,769430,149970
103050,"Mulegn, Tinizong-Rona","Mulegn, Tinizong-Rona",L,Tinizong-Rona,Graubünden,im Normalbetrieb,T,,1.8,7,7,7,7,2.6,17.4,20,20,0,0,0,0,0,0,2016,,1227.2,100,Graubünden,100,,,,,Ragn d'Err,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767350,160740
103100,Tinizong,Tinizong,S,Tinizong,Graubünden,im Normalbetrieb,T,,16.7,69.5,69.5,62.7,62.7,89.15,101.81,190.96,190.96,0,0,0,0,0,0,1954,1971,1200.3,100,Graubünden,100,,,,,Ava da Faller,Ava da Nandrò,Flixerbäche,Julia,Stausee Marmorera,,,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766460,161330
103150,Nandrò,Nandrò,L,Riom - Parsonz,Graubünden,im Normalbetrieb,T,,2.4,1.59,1.59,1.59,1.59,1.38,4.62,6,6,0,0,0,0,0,0,2011,,1715.7,100,Graubünden,100,,,,,Ava da Nandrò,,,,,,,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,763410,159650
103200,Tiefencastel Ost,Tiefencastel Ost,S,Tiefencastel,Graubünden,im Normalbetrieb,T,,16.7,52,52,50,50,74.14,82.96,157.1,157.1,0,0,0,0,0,0,1970,1970,827,100,Graubünden,100,,,,,Ava da Nandrò,Julia,Stausee Marmorera,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2050,,,,,,,,,,,,,,,,,,,- Zentralen Tiefencastel Ost und Tiefencastel West in einem Gebäudekomplex    ,                                                 ,,,,,,,,,762540,170330
103300,Tiefencastel West,Tiefencastel West,L,Tiefencastel,Graubünden,im Normalbetrieb,T,,10,26,26,25,25,18.29,48.22,66.51,66.51,0,0,0,0,0,0,1949,1949,826.3,100,Graubünden,100,,,,,Julia,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2022,Konzession(en),2050,,,,,,,,,,,,,,,,,- Zentralen Tiefencastel Ost und Tiefencastel West in einem Gebäudekomplex   ,                                                 ,,,,,,,,,762540,170330
103400,Solis,Solis,L,Vaz/Obervaz,Graubünden,im Normalbetrieb,T,,1.45,7.3,7.3,7,7,5.49,18.35,23.84,23.84,0,0,0,0,0,0,1920,1978,824.09,100,Graubünden,100,,,,,Heidbach,,,,,,,7,,,,,,A,Gemeinde Vaz/Obervaz,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759620,172200
103500,Sils (EWZ),Sils (EWZ),L,Sils im Domleschg,Graubünden,im Normalbetrieb,T,,22,26,26,25,25,29.84,72.41,102.25,102.25,0,0,0,0,0,0,1910,1996,671.74,100,Graubünden,100,,,,,Albula,Heidbach,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2057,,,,,,,,,,,,,,,,,,,- Zentrale Sils(EWZ) dient als Dotierzentrale                   ,,,,,,,,,,754880,174540
103600,Rothenbrunnen (EWZ),Rothenbrunnen (EWZ),S,Rothenbrunnen,Graubünden,im Normalbetrieb,T,,25,44,44,38,38,75.39,109.65,185.04,185.04,0,0,0,0,0,0,1976,1976,616,100,Graubünden,100,,,,,Albula,Heidbach,,,,,,38,,,,,,B,KHR (Zentrale Sils (KHR)),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,751390,182220
103700,Reichenau,Reichenau,L,Domat-Ems,Graubünden,im Normalbetrieb,T,,120,19.06,19.06,18,18,41.3,65,106.3,106.3,0,0,0,0,0,0,1962,1962,577,100,Graubünden,100,,,,,Rhein,,,,,,,18,,,,,,A,"Sägerei Obrecht AG, Bonaduz",,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753220,189360
103800,Litzirüti,Arosa-Litzirüti,L,Litzirüti,Graubünden,im Normalbetrieb,T,,3,5,5,4.96,4.96,6.3,16.3,22.6,22.6,0,0,0,0,0,0,1969,1969,1399.5,100,Graubünden,100,,,,,Plessur,,,,,,,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,773060,185710
103850,Lüen (Sagenbach),KW Sagenbach,L,"Lüen, Tewald",Graubünden,im Normalbetrieb,T,,0.7,3.55,3.55,3.55,3.55,2.2,8.8,11,11,0,0,0,0,0,0,2013,,772.09,100,Graubünden,100,,,,,Sagenbach,,,,,,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2073,,,,,,,,,,,,,,,,,,,"- Zentralen Lüen (Sagenbach) und Lüen (Plessur, Clasaurer) in einem Gebäude",,,,,,,,,,765360,188650
103900,"Lüen (Plessur, Clasaurer)",Molinis-Lüen,L,"Lüen, Tewald",Graubünden,im Normalbetrieb,T,,3.9,7.2,7.2,7,7,18.36,24.92,43.28,43.28,0,0,0,0,0,0,1914,1990,772.09,100,Graubünden,100,,,,,Clasaurerbach,Plessur,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2064,,,,,,,,,,,,,,,,,,,"- Zentralen Lüen (Plessur, Clasaurer) und Lüen (Sagenbach) in einem Gebäude",,,,,,,,,,765360,188650
104000,Sand (Plessur),Plessurwerk,L,"Chur, Sand",Graubünden,im Normalbetrieb,T,,6.76,9.4,9.4,9.2,9.2,14.85,32.75,47.6,47.6,0,0,0,0,0,0,1947,2011,610.1,100,Graubünden,100,,,,,Calfreiserbach,Castielerbach,Plessur,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2060,,,,,,,,,,,,,,,,,,,- Zentralen Sand (Plessur) und Sand (Rabiusa) in einem Gebäude,,,,,,,,,,760470,189850
104100,Sand (Rabiusa),Rabiusawerk,L,"Chur, Sand",Graubünden,im Normalbetrieb,T,,0.9,0.71,0.71,0.69,0.69,1.8,2.65,4.45,4.45,0,0,0,0,0,0,1892,2012,609.85,100,Graubünden,100,,,,,Rabiusa,,,,,,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2060,,,,,,,,,,,,,,,,,,,- Zentralen Sand (Plessur) und Sand (Rabiusa) in einem Gebäude, ,,,,,,,,,760470,189850
104150,Churwalden,Churwalden,L,"Churwalden, Bärgliwäg",Graubünden,im Bau,T,,0.2,0.4,0.4,0.39,0.39,0.8,1.5,2.3,2.3,0,0,0,0,0,0,2018,,1255,100,Graubünden,100,,,,,Quellen Parpan,Quellen Valbella,,,,,,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2083,,,,,,,,,,,,,,,,,,,- Die Inbetriebnahme ist im Jahre 2018 vorgesehen,,,,,,,,,,760900,182650
104200,Klosters,Klosters,S,Klosters,Graubünden,im Normalbetrieb,T,,5.5,16.5,16.5,16.5,16.5,14,13,27,27,0,0,0,0,0,0,1925,1982,1196.74,100,Graubünden,100,,,,,Davoser See,Drusatschabach,Flüelabach,Mönchalpbach,Stützbach,Totalpbach,,16.5,,,,,,A,ALK (Zentrale Filisur),,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787320,192920
104300,Schlappin,Schlappin,L,Klosters-Dorf,Graubünden,im Normalbetrieb,T,,1.67,6.1,6.1,6.1,6.1,9.65,21.15,30.8,30.8,0,0,0,0,0,0,1928,2000,1180.54,100,Graubünden,100,,,,,Lauterbrunnenbach,Schlappinbach,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785940,195550
104400,Küblis,Küblis,L,Küblis,Graubünden,im Normalbetrieb,T,,16.5,45.6,45.6,44,44,47.5,127,174.5,174.5,0,0,0,0,0,0,1922,2006,821.84,100,Graubünden,100,,,,,Landquart,Schanielabach,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778490,198540
104450,Taschinas,Taschinas,L,Seewis,Graubünden,im Normalbetrieb,T,,3.5,11.33,11.33,11.1,11.1,13.7,27.3,41,41,0,0,0,0,0,0,2011,2011,640.8,100,Graubünden,100,,,,,Taschinasbach,,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767830,205890
104500,Igiser Mülbach 1 (Landquart 1),Igiser Mülbach 1 (Landquart 1),L,Landquart-Fabriken,Graubünden,im Normalbetrieb,T,,8,0.5,0.5,0.5,0.5,1.4,1.6,3,3,0,0,0,0,0,0,1901,1978,541,100,Graubünden,100,,,,,Landquart (Fabrikkanal),,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762960,203140
104550,Igiser Mülbach 2 (Landquart 2),Igiser Mülbach 2 (Landquart 2),L,Landquart-Fabriken,Graubünden,im Normalbetrieb,T,,8,0.71,0.71,0.66,0.66,2.8,2.2,5,5,0,0,0,0,0,0,1988,1988,520.5,100,Graubünden,100,,,,,Landquart (Fabrikkanal),,,,,,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761980,202610
104600,Mapragg,Mapragg,U,Vadura,St.Gallen,im Normalbetrieb,T,P,75,279.9,279.9,274.3,274.3,48,127.9,175.9,175.9,30,159,162.2,0,0,0,1977,1977,849,100,St.Gallen,100,,,,,Gafarrabach,Lavtinabach,Mattbach,Scheubsbach,Seez,Siezbach,Speicher Gigerwald,274.3,Tamina,Tersolbach,,,,A,"Landolt, Mels  (Maismühle)",A,KW Stoffel AG (Zentr. Mels),A,T+G              (Zentr. Ragaz),A,EWM            (Zentr. Tobel),A,Hydroelectra AG (Zentr. Mels (Halde)),A,Weberei Walenstadt,,,,,,,,,,,,,Konzession(en),2057,,,,,,,,,,,,,,,,,,,- Mittlere Produktionserwartung: Inklusive Hilfsbetriebe       ,- Zentrale Mapragg praktiziert Umwälzbetrieb                   ,,,,,,,,,755490,201730
104700,Sarelli,Sarelli,S,Bad Ragaz,St.Gallen,im Normalbetrieb,T,,30,90,90,88.2,88.2,48.7,131.1,179.8,179.8,0,0,0,0,0,0,1978,1978,514.6,100,St.Gallen,100,,,,,Stausee Gigerwald,Tamina,,,,,,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2057,,,,,,,,,,,,,,,,,,,- Mittlere Produktionserwartung: Inklusive Hilfsbetriebe        ,,,,,,,,,,759770,205030
104800,Ragaz,Ragaz,L,Ragaz,St.Gallen,im Normalbetrieb,T,,4.6,0.7,0.7,0.52,0.52,0,0.8,0.8,0.8,0,0,0,0,0,0,1892,1956,519.19,100,St.Gallen,100,,,,,Tamina,,,,,,,0.52,,,,,,B,Axpo AG / KSL (Zentrale Mapragg),,,,,,,,,,,,,,,,,,,,,,,Ehehaftes Recht,9999,,,,,,,,,,,,,,,,,,,- Mittlere Produktionserwartung: Ab Inbetriebnahme KSL nur noch Pflichtwasseranteil. ,                                             ,,,,,,,,,756850,207510
104850,Industrie,Jenins,L,Jenins,Graubünden,im Normalbetrieb,T,,0.06,0.46,0.46,0.46,0.46,0.91,1.82,2.73,2.73,0,0,0,0,0,0,1997,1997,546.8,100,Graubünden,100,,,,,Alpbach,Quelle Mittelsäss,Quelle Obersäss,,,,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760950,206850
104900,Valeis,Valeis,L,Vilters,St.Gallen,im Normalbetrieb,T,,0.44,1.2,1.2,1.1,1.1,1.8,3.5,5.3,5.3,0,0,0,0,0,0,1982,2004,522,100,St.Gallen,100,,,,,Saar,Valeis,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752750,209980
105000,Grossbach,Grossbach,L,"Wangs, Gaschiels",St.Gallen,im Normalbetrieb,T,,0.13,0.7,0.7,0.68,0.68,1.3,2.5,3.8,3.8,0,0,0,0,0,0,1950,1993,494,100,St.Gallen,100,,,,,Grossbach,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2062,,,,,,,,,,,,,,,,,,,- Rechtsgrundlage: Konzessionsverhandlungen im Gange            ,,,,,,,,,,752250,210250
105100,Sevelen,Sevelen,L,Sevelen,St.Gallen,im Normalbetrieb,T,,0.35,1.14,1.14,1.12,1.12,1.82,2.83,4.65,4.65,0,0,0,0,0,0,1897,1989,474.5,100,St.Gallen,100,,,,,Fuchserbächli,Schaneralpbach,Sevelerbach,Surbergbächli,,,,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755120,220900
105150,Vorderberg,Buchs-Vorderberg,L,"Buchs, Waldrand",St.Gallen,im Normalbetrieb,T,,0.3,0.98,0.98,1,1,0.7,1.89,2.59,2.59,0,0,0,0,0,0,1987,1987,1081.23,100,St.Gallen,100,,,,,Quellfassungen Malschüel,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2065,,,,,,,,,,,,,,,,,,,- Trinkwasserkraftwerk,,,,,,,,,,752220,223950
105200,Tobeläckerli,Buchs-Tobeläckerli,L,"Buchs, Steig - Aspenhölzli",St.Gallen,im Normalbetrieb,T,,0.35,0.69,0.69,0.68,0.68,0.6,0.6,1.2,1.2,0,0,0,0,0,0,1903,2013,549.74,100,St.Gallen,100,,,,,Quellfassungen Malschüel,Quellfassungen Tobelbrugg,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2065,,,,,,,,,,,,,,,,,,,- Trinkwasserkraftwerk,,,,,,,,,,753620,224790
105300,Altendorf (Buchs),Buchs-Altendorf,L,"Buchs, Altendorf",St.Gallen,im Normalbetrieb,T,,0.7,3.56,3.56,3.7,3.7,3.17,8.64,11.81,11.81,0,0,0,0,0,0,1928,1987,485.7,100,St.Gallen,100,,,,,Tobelbach,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753810,224880
105400,Bannwald (Grabs),Grabs (Bannwald),L,"Grabs, Bannwald",St.Gallen,im Normalbetrieb,T,,0.51,0.44,0.44,0.5,0.5,0.6,0.9,1.5,1.5,0,0,0,0,0,0,1959,1994,824,100,St.Gallen,100,,,,,Walchenbach,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749960,226520
105500,Löchli,Grabs (Löchli),L,"Grabs, Löchli",St.Gallen,im Normalbetrieb,T,,0.55,1.43,1.43,0.96,0.96,1.23,2.28,3.51,3.51,0,0,0,0,0,0,1899,1996,613,100,St.Gallen,100,,,,,Gogenbach,Rogghalm-Töbeli,Walchenbach,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750960,226890
105600,Strick,Sennwald,L,Sennwald,St.Gallen,im Normalbetrieb,T,,0.6,1.22,1.22,0.91,0.91,1.7,3.5,5.2,5.2,0,0,0,0,0,0,1912,1990,493.22,100,St.Gallen,100,,,,,Mühlbachquellen,Rohrbach,Schindlerenbach,"Stollenfassung, Abflüsse Fälen-, Sämtisersee",,,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755700,236560
105700,Lienz,Lienz,L,Lienz,St.Gallen,im Normalbetrieb,T,,13,0.38,0.38,0.4,0.4,0.66,0.79,1.45,1.45,0,0,0,0,0,0,1906,1989,429.89,100,St.Gallen,100,,,,,Rheintaler Binnenkanal,Werdenberger Binnenkanal,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757880,238130
105800,"Blatten, am Kanal (SAK)",Blatten (SAK),L,"Oberriet, Blatten",St.Gallen,im Normalbetrieb,T,,14,0.38,0.38,0.4,0.4,0.66,0.8,1.46,1.46,0,0,0,0,0,0,1906,1989,424.11,100,St.Gallen,100,,,,,Rheintaler Binnenkanal,Werdenberger Binnenkanal,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760950,241830
105900,Montlingen,Montlingen,L,Montlingen,St.Gallen,im Normalbetrieb,T,,14.5,0.38,0.38,0.4,0.4,0.71,0.83,1.54,1.54,0,0,0,0,0,0,1906,1989,418.86,100,St.Gallen,100,,,,,Rheintaler Binnenkanal,Werdenberger Binnenkanal,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,761760,245360
106000,"Gstaldenbach, Heiden","Gstaldenbach, Heiden",L,"Heiden, Hinterlochen",Appenzell A.Rh.,im Normalbetrieb,T,,0.45,0.72,0.72,0.6,0.6,1,1,2,2,0,0,0,0,0,0,1902,1982,494.56,100,Appenzell A.Rh.,100,,,,,Gstaldenbach,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,759020,258960
106100,Lochmühle,Lochmühle,L,"Untereggen, Lochmüli",St.Gallen,im Normalbetrieb,T,,0.6,0.63,0.63,0.63,0.63,1.3,1.5,2.8,2.8,0,0,0,0,0,0,1898,2003,474,100,Appenzell A.Rh.,15,St.Gallen,85,,,Goldach,,,,,,,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Konzession(en),2048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750880,258540
